Symbols,Cluster
Pdk4,2
Pdlim1,2
Pdzd2,2
Pea15a,2
Pear1,2
Peg10,2
Peg13,2
Peg3,2
Pfkm,2
Pglyrp4,2
Pgm5,2
Phactr2,2
Phf15,2
Pi16,2
Pianp,2
Pias2,2
Pik3c2b,2
Pip4k2a,2
Pkd1,2
Pkia,2
Pkp4,2
Pla2g16,2
Pla2g2d,2
Pla2g4b,2
Pla2r1,2
Plac9b,2
Plcb4,2
Plcd1,2
Plce1,2
Plcg1,2
Pld1,2
Plekha5,2
Plekha6,2
Plekhg5,2
Plekhh2,2
Plin4,2
Pln,2
Pls3,2
Plscr4,2
Pltp,2
Plxdc2,2
Plxna3,2
Plxna4,2
Plxnb1,2
Pmepa1,2
Pmp22,2
Podxl,2
Postn,2
Ppap2a,2
Pparg,2
Ppargc1a,2
Ppic,2
Ppl,2
Ppp1r12c,2
Ppp1r13b,2
Ppp1r15a,2
Ppp1r3f,2
Ppp1r9a,2
Pprc1,2
Prcp,2
Prdm16,2
Prdm9,2
Prelp,2
Prex2,2
Prickle2,2
Prkcg,2
Prkg1,2
Prom1,2
Pros1,2
Prpf40b,2
Prss12,2
Prss23,2
Psd3,2
Ptch1,2
Ptk2,2
Ptp4a3,2
Ptpdc1,2
Ptpn21,2
Ptprb,2
Ptprf,2
Ptprg,2
Ptprm,2
Ptrf,2
Pum1,2
Pxdc1,2
Pyroxd2,2
R74862,2
Rab11fip3,2
Rab11fip5,2
Rab3a,2
Rab3gap2,2
Rab6b,2
Ramp2,2
Rapgef3,2
Rarres2,2
Rasal2,2
Rasd1,2
Rasgef1b,2
Rasgrf2,2
Rasgrp3,2
Rasl11a,2
Rasl12,2
Rbfox2,2
Rbm15,2
Rbms2,2
Rbp1,2
Rbp7,2
Rcan2,2
Rcn3,2
Rdh18-ps,2
Rdh5,2
Reck,2
Rep15,2
Reps2,2
Rere,2
Retnla,2
Rev1,2
Rgl3,2
Rgmb,2
Rgs12,2
Rgs4,2
Rgs5,2
Rgs7bp,2
Rhbdf1,2
Rhob,2
Rhobtb3,2
Rhoc,2
Rhoj,2
Rian,2
Rock2,2
Rora,2
Rph3al,2
Rps6kl1,2
Rtn1,2
Rtn2,2
Rtn4rl1,2
Rwdd3,2
Ryk,2
Ryr2,2
S1pr5,2
Samd4,2
Sardh,2
Satb2,2
Sbf2,2
Scarna17,2
Scn2b,2
Scn3a,2
Scn7a,2
Scnn1a,2
Scrn1,2
Sdc2,2
Sdpr,2
Selenbp1,2
Selenbp2,2
Sema3b,2
Sema3g,2
Sema6a,2
Sema6d,2
Serinc3,2
Serpinb8,2
Serpinf1,2
Serpinf2,2
Serping1,2
Sesn1,2
Sfrp1,2
Sfrp2,2
Sgce,2
Sh3pxd2a,2
Sh3pxd2b,2
Shank3,2
She,2
Shroom4,2
Slamf9,2
Slc10a6,2
Slc12a2,2
Slc14a1,2
Slc18b1,2
Slc22a17,2
Slc23a2,2
Slc26a10,2
Slc29a1,2
Slc35f5,2
Slc39a10,2
Slc3a1,2
Slc43a3,2
Slc4a3,2
Slc8a2,2
Slc9a3r2,2
Slc9a9,2
Slco2b1,2
Smad1,2
Smagp,2
Smarca2,2
Smarcd3,2
Smo,2
Smoc2,2
Smpdl3b,2
Smtn,2
Smtnl2,2
Sncaip,2
Sncg,2
Snord17,2
Snord49a,2
Snrk,2
Snx30,2
Snx8,2
Snx9,2
Sod3,2
Sorbs1,2
Sorbs2,2
Sorbs3,2
Sord,2
Sox13,2
Sox18,2
Sox7,2
Spag9,2
Sparc,2
Sparcl1,2
Spats2,2
Spats2l,2
