Symbols,Cluster
Prkcq,8
Fubp1,8
Mdn1,8
Meis1,8
C1galt1,8
Gpbp1,8
Anp32a,8
Mycbp2,8
Syk,8
Mycn,8
Lat,8
Elovl7,8
Chd4,8
Trip10,8
Fermt3,8
Tspyl3,8
Fam43a,8
Rbpms,8
Mef2c,8
Lmo2,8
Hells,9
Ero1lb,9
Arhgap32,9
Ncoa6,9
Frmd4a,9
Ung,9
Cdk6,9
Ttc3,9
Hoxa7,9
Ncapg2,9
Kdm3b,9
Cggbp1,9
Espl1,9
Cdc37,9
Bptf,9
Zdhhc8,9
Smc1a,9
Dnmt1,9
Ctnnb1,9
AA987161,9
Smarca5,9
Kif17,9
Epb4.1l4b,9
Bambi,9
AK052812,9
Rapgef5,9
Pdgfrb,9
Mctp1,9
Ahdc1,9
Hdac5,9
Sfmbt1,9
Ninj1,9
Sestd1,9
Caprin1,9
Nhlrc2,9
Slfn8,9
Smchd1,9
Hoxa9,9
Imp3,9
Snord49b,9
N4bp3,9
Smpd4,9
Marcksl1,9
Ddx23,9
Hnf4a,9
Prrg4,9
Wasf2,9
Ube2r2,9
Ncs1,9
Herc2,9
Nudc,9
Fam117a,9
Gzmb,9
Gtf2i,9
Smg6,9
Ptpre,9
Slain1,9
AK202301,9
2610018G03Rik,9
Ppp1r3d,9
AK076954,9
Cd93,9
Zfml,9
Megf12,9
Mdh1,9
Smc3,9
Ttc21b,9
Mmgt2,9
Bclaf1,9
Shmt1,9
2900010M23Rik,9
Setd1a,9
Rad50,9
Eef1b2,9
Arhgap30,9
Zfp326,9
Pnrc1,9
hnRNP A2/B1,9
Ppfia1,9
Gm7694,9
AK158095,9
Txnrd1,9
Ing1,9
Nasp,9
Asxl1,9
Adamts10,9
Itm2a,9
Ptp4a3,9
Myst3,9
Parp1,9
Msi2,9
Ak3,9
Fam26f,9
Thumpd1,9
Pcp4l1,9
Kdm3a,9
Trim25,9
Mlec,9
Dcaf8,9
Mpp6,9
Arglu1,9
Flt3,9
Mcm3,9
Lrrfip1,9
Eltd1,9
Rhbdd2,9
Dnajc2,9
Atp2b4,9
Tet1,9
Paics,9
Rbbp6,9
Tbc1d5,9
Ctcf,9
Fnbp1l,9
Cdca7,9
Tcf20,9
Paip2,9
Il1r1,9
Rrm1,9
Hoxa5,9
Pim1,9
Rbm39,9
AK031561,9
Btbd3,9
Spna2,9
Tnks2,9
Nfic,9
Rab22B,9
1110007A13Rik,9
Ankrd13a,9
Phf13,9
Nfya,9
Brd4,9
Zfp238,9
Stat3,9
Atp10d,9
Tmem97,9
Lyl1,9
Smad1,9
N4bp2,9
Gypc,9
Lrwd1,9
Sf3b2,9
Agap2,9
Lmnb1,9
Mrgpre,9
Slc30a7,9
Eml4,9
Topbp1,9
Arid1b,9
Rps3a,9
Spns2,9
Ddx6,9
Brd1,9
Etv6,10
Trim26,10
Bcl2,10
Adh5,10
Sypl,10
Stra13,10
Sesn1,10
Atp5c1,10
Vdr,10
Park7,10
Usp22,10
Fam69b,10
Osbpl5,10
Bex6,10
Cpne3,10
Csrp2,10
Clec11a,10
Dctpp1,10
Ccdc135,10
Blnk,10
Hmgn1,10
Fabp5,10
3110003A17Rik,10
Aff3,10
Casp7,10
Coro2a,10
Rassf8,10
Gpr171,10
Pard3b,10
1810027O10Rik,10
Plcg2,10
Uchl1,10
Egfl7,10
Pou2af1,10
Tpm2,10
Zbtb10,10
Smtn,10
Plxnb2,10
Cd34,10
Parvg,10
Dntt,10
Ada,10
Fchsd2,10
Heatr5a,10
E330016A19Rik,10
Ndufs2,10
Fkbp5,10
H2afy,10
Syce2,10
Smarca4,10
Cdkn1a,10
Mpeg1,11
Aif1,11
Tns3,11
BC019819,11
Slc35c2,11
Arhgap31,11
Mtmr14,11
Limd1,11
Ckb,11
Camk1d,11
Lrrk2,11
Rhog,11
Myo1g,11
Arhgdia,11
Uhrf1bp1l,11
Ndufb8,11
Spop,11
Net1,11
Cst3,11
Ece1,11
Fam96b,11
ENSMUSG00000073540,11
Adrbk2,11
Me2,11
Psap,11
Vim,11
Nckipsd,11
Laptm5,11
Mthfd2,11
Tap1,11
Mkl1,11
Ifnar2,11
Fr1,11
Tubb2a,11
Clec10a,11
Spc24,11
Vill,11
Zeb1,11
Pkib,11
Map3k14,11
Prkcd,11
Actr2,11
Fgd2,11
Ptger2,11
Fos,11
Taldo1,11
Lbh,11
Nfkb1,11
Lyst,11
Tspo,11
Ly86,11
Zfp467,11
